shipmentIdentifier,shipmentType,shipFromLocation.locationIdentifier,shipToLocation.locationIdentifier,vendor.organizationIdentifier,buyer.organizationIdentifier,carrier.organizationIdentifier,status,dateCreated,requestedTimeOfArrival,committedTimeOfArrival,actualShipDate,estimatedTimeOfArrival,revisedEstimatedTimeOfArrival,predictedTimeOfArrival,actualTimeOfArrival,lineCount,weight,weightUnits,currentLocationCoordinates,currentRegion,transportMode,houseAirwayBill,parcelTrackingNumber,airwayMasterNumber,billOfLadingNumber,proNumber,manifest,exclude,sourceLink
VJA70K,INBOUND,Gemini - Dallas,LT-2,Gemini,LightTree,NatEx,,2021-06-20T00:00:00,2021-06-27T00:00:00,2021-07-01T00:00:00,2021-06-27T00:00:00,2021-07-01T00:00:00,,,2021-07-01T00:00:00,,,,,,Common Carrier,,1Z40905045952,,,,,,http://lighttree.com/VJA70K
NT5MFK,INBOUND,Mueller - Pittsburgh,LT-2,Mueller,LightTree,Dunham,,2021-06-20T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,,,2021-06-27T00:00:00,,,,,,Common Carrier,,1Z26727337844,,,,,,http://lighttree.com/NT5MFK
36O46H,INBOUND,LightLens - Ipswich ,LT-2,LightLens,LightTree,Dunham,,2021-06-20T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-24T00:00:00,2021-06-27T00:00:00,,,2021-06-27T00:00:00,,,,,,Common Carrier,,1Z97228647840,,,,,,http://lighttree.com/36O46H
4Q9CS9,INBOUND,RLP - Troy,LT-2,RLP,LightTree,UXS,,2021-06-20T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,,,2021-06-27T00:00:00,,,,,,Common Carrier,,1Z13792687652,,,,,,http://lighttree.com/4Q9CS9
0JBLJR,INBOUND,EM - Hemphill,LT-2,EM,LightTree,UXS,,2021-06-20T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,,,2021-06-27T00:00:00,,,,,,Common Carrier,,1Z89561993624,,,,,,http://lighttree.com/0JBLJR
PICVTB,INBOUND,Interalloy - Bozeman,LT-2,Interalloy,LightTree,UXS,,2021-06-20T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,,,2021-06-27T00:00:00,,,,,,Common Carrier,,1Z79609234312,,,,,,http://lighttree.com/PICVTB
U35XGJ,INBOUND,Interalloy - Bozeman,LT-2,Interalloy,LightTree,UXS,,2021-06-20T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,,,2021-06-27T00:00:00,,,,,,Common Carrier,,1Z79679439255,,,,,,http://lighttree.com/U35XGJ
44IT2T,INBOUND,Hardy - Salina,LT-2,Hardy,LightTree,TransOceanic,,2021-06-20T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,,,2021-06-27T00:00:00,,,,,,Common Carrier,,1Z61566406245,,,,,,http://lighttree.com/44IT2T
44IT2U,INBOUND,Hardy - Salina,LT-2,Hardy,LightTree,TransOceanic,,2021-06-20T00:00:00,2021-06-27T00:00:00,2021-06-29T00:00:00,2021-06-25T00:00:00,2021-06-29T00:00:00,,,2021-06-29T00:00:00,,,,,,Common Carrier,,1Z66916635689,,,,,,http://lighttree.com/44IT2U
PDSYEW,INBOUND,Interalloy - Bozeman,LT-2,Interalloy,LightTree,UXS,,2021-06-20T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,,,2021-06-27T00:00:00,,,,,,Common Carrier,,1Z84855380152,,,,,,http://lighttree.com/PDSYEW
ZQV8Q9,INBOUND,Flexilux - Worcester,LT-2,Flexilux,LightTree,UXS,,2021-06-20T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,,,2021-06-30T00:00:00,,,,,,Common Carrier,,1Z40905045952,,,,,,http://lighttree.com/ZQV8Q9
2GB5GW,INBOUND,McGrey - Mt Sterling,LT-2,McGrey,LightTree,AFX,,2021-06-20T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,,,2021-06-27T00:00:00,,,,,,Common Carrier,,1Z26727337844,,,,,,http://lighttree.com/2GB5GW
E9WDEX,INBOUND,Brewers - Phoenix,LT-2,Brewers,LightTree,AFX,,2021-06-20T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,,,2021-06-27T00:00:00,,,,,,Common Carrier,,1Z97228647840,,,,,,http://lighttree.com/E9WDEX
YH8EKK,INBOUND,Total Source - Waukesha,LT-2,Total Source,LightTree,TransOceanic,,2021-06-20T00:00:00,2021-06-27T00:00:00,2021-06-27T00:00:00,2021-06-23T00:00:00,2021-06-27T00:00:00,,,2021-06-27T00:00:00,,,,,,Common Carrier,,1Z79679439255,,,,,,http://lighttree.com/YH8EKK
YLRWC5,INBOUND,F & M - Columbus,LT-2,F & M,LightTree,NatEx,,2021-06-20T00:00:00,2021-06-27T00:00:00,2021-06-29T00:00:00,2021-06-25T00:00:00,2021-06-29T00:00:00,,,2021-06-29T00:00:00,,,,,,Common Carrier,,1Z61566406245,,,,,,http://lighttree.com/YLRWC5
